"","datecollected","siteid","sampleid","basisofrecord","minimumdepthinmeters","maximumdepthinmeters","taxaname","taxanameid","samplingeffort","parameter","parameter_value","parameter_standardunit"
"319",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Mullus surmuletus",126986,NA,"Count (Dmnless)",3,"Dmnless"
"320",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Ophichthus rufus",126316,NA,"Count (Dmnless)",2,"Dmnless"
"321",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Pagellus acarne",127057,NA,"Count (Dmnless)",47,"Dmnless"
"322",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",305,"Dmnless"
"323",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Raja montagui",105887,NA,"Count (Dmnless)",1,"Dmnless"
"324",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Scorpaena porcus",127247,NA,"Count (Dmnless)",1,"Dmnless"
"325",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Serranus cabrilla",127041,NA,"Count (Dmnless)",1,"Dmnless"
"326",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Serranus hepatus",127042,NA,"Count (Dmnless)",23,"Dmnless"
"327",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",19,"Dmnless"
"328",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Spicara maena",126828,NA,"Count (Dmnless)",4,"Dmnless"
"329",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Spicara smaris",126830,NA,"Count (Dmnless)",4,"Dmnless"
"330",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Torpedo marmorata",271684,NA,"Count (Dmnless)",1,"Dmnless"
"331",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",21,"Dmnless"
"332",2000-05-30,"36.76_-2.27_5760","36.76_-2.27_5760_20000530",NA,NA,68,"Trachurus trachurus",126822,NA,"Count (Dmnless)",13,"Dmnless"
"333",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Arnoglossus thori",127128,NA,"Count (Dmnless)",1,"Dmnless"
"334",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Boops boops",127047,NA,"Count (Dmnless)",76,"Dmnless"
"335",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Carapus acus",126661,NA,"Count (Dmnless)",1,"Dmnless"
"336",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",4,"Dmnless"
"337",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",2,"Dmnless"
"338",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Echelus myrus",126314,NA,"Count (Dmnless)",1,"Dmnless"
"339",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",42,"Dmnless"
"340",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless"
"341",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Merluccius merluccius",126484,NA,"Count (Dmnless)",4,"Dmnless"
"342",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Microchirus boscanion",274300,NA,"Count (Dmnless)",1,"Dmnless"
"343",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Microchirus variegatus",274304,NA,"Count (Dmnless)",1,"Dmnless"
"344",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Pagellus acarne",127057,NA,"Count (Dmnless)",984,"Dmnless"
"345",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",11,"Dmnless"
"346",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",14,"Dmnless"
"347",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Pagrus pagrus",127063,NA,"Count (Dmnless)",3,"Dmnless"
"348",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Pomatoschistus microps",126927,NA,"Count (Dmnless)",7,"Dmnless"
"349",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Raja asterias",105881,NA,"Count (Dmnless)",2,"Dmnless"
"350",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",3,"Dmnless"
"351",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Serranus cabrilla",127041,NA,"Count (Dmnless)",6,"Dmnless"
"352",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Serranus hepatus",127042,NA,"Count (Dmnless)",30,"Dmnless"
"353",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",10,"Dmnless"
"354",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Spicara smaris",126830,NA,"Count (Dmnless)",431,"Dmnless"
"355",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Symphurus nigrescens",127134,NA,"Count (Dmnless)",1,"Dmnless"
"356",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Trachurus picturatus",126821,NA,"Count (Dmnless)",7,"Dmnless"
"357",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Trachurus trachurus",126822,NA,"Count (Dmnless)",108,"Dmnless"
"358",2003-05-01,"36.76_-2.27_5760","36.76_-2.27_5760_20030501",NA,NA,62,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless"
"359",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",6,"Dmnless"
"360",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Blennius ocellaris",126761,NA,"Count (Dmnless)",1,"Dmnless"
"361",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Boops boops",127047,NA,"Count (Dmnless)",63,"Dmnless"
"362",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Callionymus maculatus",126793,NA,"Count (Dmnless)",1,"Dmnless"
"363",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Capros aper",127419,NA,"Count (Dmnless)",1,"Dmnless"
"364",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",1,"Dmnless"
"365",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",9,"Dmnless"
"366",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Echelus myrus",126314,NA,"Count (Dmnless)",11,"Dmnless"
"367",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",49,"Dmnless"
"368",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Merluccius merluccius",126484,NA,"Count (Dmnless)",17,"Dmnless"
"369",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Microchirus boscanion",274300,NA,"Count (Dmnless)",1,"Dmnless"
"370",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Mullus barbatus",126985,NA,"Count (Dmnless)",602,"Dmnless"
"371",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"372",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Pagellus acarne",127057,NA,"Count (Dmnless)",370,"Dmnless"
"373",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",60,"Dmnless"
"374",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Pagrus pagrus",127063,NA,"Count (Dmnless)",5,"Dmnless"
"375",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",3,"Dmnless"
"376",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Serranus hepatus",127042,NA,"Count (Dmnless)",58,"Dmnless"
"377",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",15,"Dmnless"
"378",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Spicara smaris",126830,NA,"Count (Dmnless)",77,"Dmnless"
"379",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Torpedo marmorata",271684,NA,"Count (Dmnless)",1,"Dmnless"
"380",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless"
"381",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",4,"Dmnless"
"382",2004-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20040511",NA,NA,65,"Zeus faber",127427,NA,"Count (Dmnless)",2,"Dmnless"
"383",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Argyropelecus hemigymnus",127309,NA,"Count (Dmnless)",1,"Dmnless"
"384",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",7,"Dmnless"
"385",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Arnoglossus thori",127128,NA,"Count (Dmnless)",3,"Dmnless"
"386",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Boops boops",127047,NA,"Count (Dmnless)",193,"Dmnless"
"387",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Capros aper",127419,NA,"Count (Dmnless)",3,"Dmnless"
"388",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",1,"Dmnless"
"389",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Chelidonichthys obscurus",127263,NA,"Count (Dmnless)",1,"Dmnless"
"390",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",2,"Dmnless"
"391",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",2,"Dmnless"
"392",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Echelus myrus",126314,NA,"Count (Dmnless)",3,"Dmnless"
"393",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Gnathophis mystax",126287,NA,"Count (Dmnless)",1,"Dmnless"
"394",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Helicolenus dactylopterus",127251,NA,"Count (Dmnless)",2,"Dmnless"
"395",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",79,"Dmnless"
"396",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Lepidotrigla dieuzeidei",127265,NA,"Count (Dmnless)",1,"Dmnless"
"397",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Lophius budegassa",126554,NA,"Count (Dmnless)",1,"Dmnless"
"398",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Merluccius merluccius",126484,NA,"Count (Dmnless)",5,"Dmnless"
"399",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Microchirus boscanion",274300,NA,"Count (Dmnless)",4,"Dmnless"
"400",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Mullus barbatus",126985,NA,"Count (Dmnless)",1173,"Dmnless"
"401",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Mullus surmuletus",126986,NA,"Count (Dmnless)",18,"Dmnless"
"402",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Ophichthus rufus",126316,NA,"Count (Dmnless)",4,"Dmnless"
"403",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Ophidion barbatum",126675,NA,"Count (Dmnless)",1,"Dmnless"
"404",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Pagellus acarne",127057,NA,"Count (Dmnless)",738,"Dmnless"
"405",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",9,"Dmnless"
"406",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",19,"Dmnless"
"407",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Pagrus pagrus",127063,NA,"Count (Dmnless)",10,"Dmnless"
"408",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",4,"Dmnless"
"409",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Serranus cabrilla",127041,NA,"Count (Dmnless)",6,"Dmnless"
"410",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Serranus hepatus",127042,NA,"Count (Dmnless)",11,"Dmnless"
"411",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",453,"Dmnless"
"412",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Spicara smaris",126830,NA,"Count (Dmnless)",180,"Dmnless"
"413",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Spondyliosoma cantharus",127066,NA,"Count (Dmnless)",1,"Dmnless"
"414",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachinus draco",127082,NA,"Count (Dmnless)",3,"Dmnless"
"415",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",50,"Dmnless"
"416",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachurus picturatus",126821,NA,"Count (Dmnless)",4,"Dmnless"
"417",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachurus trachurus",126822,NA,"Count (Dmnless)",4,"Dmnless"
"418",2006-05-11,"36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless"
"419",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Arnoglossus imperialis",127124,NA,"Count (Dmnless)",1,"Dmnless"
"420",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",6,"Dmnless"
"421",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Arnoglossus thori",127128,NA,"Count (Dmnless)",4,"Dmnless"
"422",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Boops boops",127047,NA,"Count (Dmnless)",79,"Dmnless"
"423",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Capros aper",127419,NA,"Count (Dmnless)",10,"Dmnless"
"424",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Chelidonichthys lastoviza",127261,NA,"Count (Dmnless)",2,"Dmnless"
"425",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Chelidonichthys obscurus",127263,NA,"Count (Dmnless)",2,"Dmnless"
"426",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless"
"427",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Echelus myrus",126314,NA,"Count (Dmnless)",1,"Dmnless"
"428",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",1,"Dmnless"
"429",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Lepidopus caudatus",127088,NA,"Count (Dmnless)",1,"Dmnless"
"430",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",31,"Dmnless"
"431",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless"
"432",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Merluccius merluccius",126484,NA,"Count (Dmnless)",2,"Dmnless"
"433",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Mullus barbatus",126985,NA,"Count (Dmnless)",428,"Dmnless"
"434",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Mullus surmuletus",126986,NA,"Count (Dmnless)",2,"Dmnless"
"435",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Pagellus acarne",127057,NA,"Count (Dmnless)",553,"Dmnless"
"436",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",6,"Dmnless"
"437",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Pagrus pagrus",127063,NA,"Count (Dmnless)",1,"Dmnless"
"438",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Peristedion cataphractum",127233,NA,"Count (Dmnless)",6,"Dmnless"
"439",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Raja asterias",105881,NA,"Count (Dmnless)",1,"Dmnless"
"440",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Sardina pilchardus",126421,NA,"Count (Dmnless)",12,"Dmnless"
"441",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Sardinella aurita",126422,NA,"Count (Dmnless)",1,"Dmnless"
"442",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Scorpaena porcus",127247,NA,"Count (Dmnless)",1,"Dmnless"
"443",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",4,"Dmnless"
"444",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Serranus cabrilla",127041,NA,"Count (Dmnless)",6,"Dmnless"
"445",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Serranus hepatus",127042,NA,"Count (Dmnless)",11,"Dmnless"
"446",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Spicara maena",126828,NA,"Count (Dmnless)",397,"Dmnless"
"447",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Spicara smaris",126830,NA,"Count (Dmnless)",71,"Dmnless"
"448",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Synchiropus phaeton",126798,NA,"Count (Dmnless)",8,"Dmnless"
"449",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",37,"Dmnless"
"450",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Trachurus trachurus",126822,NA,"Count (Dmnless)",1,"Dmnless"
"451",2007-05-25,"36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Zeus faber",127427,NA,"Count (Dmnless)",3,"Dmnless"
"452",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",24,"Dmnless"
"453",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Arnoglossus thori",127128,NA,"Count (Dmnless)",28,"Dmnless"
"454",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Boops boops",127047,NA,"Count (Dmnless)",362,"Dmnless"
"455",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Citharus linguatula",127130,NA,"Count (Dmnless)",1,"Dmnless"
"456",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless"
"457",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",9,"Dmnless"
"458",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Echelus myrus",126314,NA,"Count (Dmnless)",2,"Dmnless"
"459",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",12,"Dmnless"
"460",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Lepidotrigla dieuzeidei",127265,NA,"Count (Dmnless)",3,"Dmnless"
"461",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Lophius budegassa",126554,NA,"Count (Dmnless)",1,"Dmnless"
"462",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Merluccius merluccius",126484,NA,"Count (Dmnless)",8,"Dmnless"
"463",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Microchirus boscanion",274300,NA,"Count (Dmnless)",5,"Dmnless"
"464",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Mullus barbatus",126985,NA,"Count (Dmnless)",688,"Dmnless"
"465",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Mullus surmuletus",126986,NA,"Count (Dmnless)",5,"Dmnless"
"466",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagellus acarne",127057,NA,"Count (Dmnless)",514,"Dmnless"
"467",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",245,"Dmnless"
"468",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",6,"Dmnless"
"469",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagrus pagrus",127063,NA,"Count (Dmnless)",10,"Dmnless"
"470",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pteroplatytrygon violacea",158540,NA,"Count (Dmnless)",1,"Dmnless"
"471",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Sardina pilchardus",126421,NA,"Count (Dmnless)",25,"Dmnless"
"472",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Scomber scombrus",127023,NA,"Count (Dmnless)",8,"Dmnless"
"473",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Scorpaena notata",127246,NA,"Count (Dmnless)",1,"Dmnless"
"474",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Serranus cabrilla",127041,NA,"Count (Dmnless)",34,"Dmnless"
"475",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Serranus hepatus",127042,NA,"Count (Dmnless)",14,"Dmnless"
"476",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",40,"Dmnless"
"477",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Spicara smaris",126830,NA,"Count (Dmnless)",47,"Dmnless"
"478",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",229,"Dmnless"
"479",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Trachurus trachurus",126822,NA,"Count (Dmnless)",24,"Dmnless"
"480",2009-04-12,"36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless"
