"","X","datecollected","siteid","sampleid","basisofrecord","minimumdepthinmeters","maximumdepthinmeters","taxaname","taxanameid","samplingeffort","parameter","parameter_value","parameter_standardunit","month","year"
"301",410,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Serranus hepatus",127042,NA,"Count (Dmnless)",11,"Dmnless",5,2006
"302",411,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",453,"Dmnless",5,2006
"303",412,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Spicara smaris",126830,NA,"Count (Dmnless)",180,"Dmnless",5,2006
"304",413,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Spondyliosoma cantharus",127066,NA,"Count (Dmnless)",1,"Dmnless",5,2006
"305",414,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachinus draco",127082,NA,"Count (Dmnless)",3,"Dmnless",5,2006
"306",415,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",50,"Dmnless",5,2006
"307",416,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachurus picturatus",126821,NA,"Count (Dmnless)",4,"Dmnless",5,2006
"308",417,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Trachurus trachurus",126822,NA,"Count (Dmnless)",4,"Dmnless",5,2006
"309",418,"2006-05-11","36.76_-2.27_5760","36.76_-2.27_5760_20060511",NA,NA,58,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless",5,2006
"310",419,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Arnoglossus imperialis",127124,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"311",420,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",6,"Dmnless",5,2007
"312",421,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Arnoglossus thori",127128,NA,"Count (Dmnless)",4,"Dmnless",5,2007
"313",422,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Boops boops",127047,NA,"Count (Dmnless)",79,"Dmnless",5,2007
"314",423,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Capros aper",127419,NA,"Count (Dmnless)",10,"Dmnless",5,2007
"315",424,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Chelidonichthys lastoviza",127261,NA,"Count (Dmnless)",2,"Dmnless",5,2007
"316",425,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Chelidonichthys obscurus",127263,NA,"Count (Dmnless)",2,"Dmnless",5,2007
"317",426,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless",5,2007
"318",427,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Echelus myrus",126314,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"319",428,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"320",429,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Lepidopus caudatus",127088,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"321",430,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",31,"Dmnless",5,2007
"322",431,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless",5,2007
"323",432,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Merluccius merluccius",126484,NA,"Count (Dmnless)",2,"Dmnless",5,2007
"324",433,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Mullus barbatus",126985,NA,"Count (Dmnless)",428,"Dmnless",5,2007
"325",434,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Mullus surmuletus",126986,NA,"Count (Dmnless)",2,"Dmnless",5,2007
"326",435,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Pagellus acarne",127057,NA,"Count (Dmnless)",553,"Dmnless",5,2007
"327",436,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",6,"Dmnless",5,2007
"328",437,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Pagrus pagrus",127063,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"329",438,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Peristedion cataphractum",127233,NA,"Count (Dmnless)",6,"Dmnless",5,2007
"330",439,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Raja asterias",105881,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"331",440,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Sardina pilchardus",126421,NA,"Count (Dmnless)",12,"Dmnless",5,2007
"332",441,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Sardinella aurita",126422,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"333",442,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Scorpaena porcus",127247,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"334",443,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",4,"Dmnless",5,2007
"335",444,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Serranus cabrilla",127041,NA,"Count (Dmnless)",6,"Dmnless",5,2007
"336",445,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Serranus hepatus",127042,NA,"Count (Dmnless)",11,"Dmnless",5,2007
"337",446,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Spicara maena",126828,NA,"Count (Dmnless)",397,"Dmnless",5,2007
"338",447,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Spicara smaris",126830,NA,"Count (Dmnless)",71,"Dmnless",5,2007
"339",448,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Synchiropus phaeton",126798,NA,"Count (Dmnless)",8,"Dmnless",5,2007
"340",449,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",37,"Dmnless",5,2007
"341",450,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Trachurus trachurus",126822,NA,"Count (Dmnless)",1,"Dmnless",5,2007
"342",451,"2007-05-25","36.76_-2.27_5760","36.76_-2.27_5760_20070525",NA,NA,53,"Zeus faber",127427,NA,"Count (Dmnless)",3,"Dmnless",5,2007
"343",452,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",24,"Dmnless",4,2009
"344",453,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Arnoglossus thori",127128,NA,"Count (Dmnless)",28,"Dmnless",4,2009
"345",454,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Boops boops",127047,NA,"Count (Dmnless)",362,"Dmnless",4,2009
"346",455,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Citharus linguatula",127130,NA,"Count (Dmnless)",1,"Dmnless",4,2009
"347",456,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless",4,2009
"348",457,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",9,"Dmnless",4,2009
"349",458,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Echelus myrus",126314,NA,"Count (Dmnless)",2,"Dmnless",4,2009
"350",459,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",12,"Dmnless",4,2009
"351",460,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Lepidotrigla dieuzeidei",127265,NA,"Count (Dmnless)",3,"Dmnless",4,2009
"352",461,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Lophius budegassa",126554,NA,"Count (Dmnless)",1,"Dmnless",4,2009
"353",462,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Merluccius merluccius",126484,NA,"Count (Dmnless)",8,"Dmnless",4,2009
"354",463,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Microchirus boscanion",274300,NA,"Count (Dmnless)",5,"Dmnless",4,2009
"355",464,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Mullus barbatus",126985,NA,"Count (Dmnless)",688,"Dmnless",4,2009
"356",465,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Mullus surmuletus",126986,NA,"Count (Dmnless)",5,"Dmnless",4,2009
"357",466,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagellus acarne",127057,NA,"Count (Dmnless)",514,"Dmnless",4,2009
"358",467,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",245,"Dmnless",4,2009
"359",468,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",6,"Dmnless",4,2009
"360",469,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pagrus pagrus",127063,NA,"Count (Dmnless)",10,"Dmnless",4,2009
"361",470,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Pteroplatytrygon violacea",158540,NA,"Count (Dmnless)",1,"Dmnless",4,2009
"362",471,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Sardina pilchardus",126421,NA,"Count (Dmnless)",25,"Dmnless",4,2009
"363",472,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Scomber scombrus",127023,NA,"Count (Dmnless)",8,"Dmnless",4,2009
"364",473,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Scorpaena notata",127246,NA,"Count (Dmnless)",1,"Dmnless",4,2009
"365",474,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Serranus cabrilla",127041,NA,"Count (Dmnless)",34,"Dmnless",4,2009
"366",475,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Serranus hepatus",127042,NA,"Count (Dmnless)",14,"Dmnless",4,2009
"367",476,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",40,"Dmnless",4,2009
"368",477,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Spicara smaris",126830,NA,"Count (Dmnless)",47,"Dmnless",4,2009
"369",478,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",229,"Dmnless",4,2009
"370",479,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Trachurus trachurus",126822,NA,"Count (Dmnless)",24,"Dmnless",4,2009
"371",480,"2009-04-12","36.76_-2.27_5760","36.76_-2.27_5760_20090412",NA,NA,64.25,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless",4,2009
"372",481,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Anthias anthias",127031,NA,"Count (Dmnless)",10,"Dmnless",5,1997
"373",482,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Aphia minuta",126868,NA,"Count (Dmnless)",58,"Dmnless",5,1997
"374",483,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",1,"Dmnless",5,1997
"375",484,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Blennius ocellaris",126761,NA,"Count (Dmnless)",1,"Dmnless",5,1997
"376",485,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Boops boops",127047,NA,"Count (Dmnless)",166,"Dmnless",5,1997
"377",486,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Callionymus maculatus",126793,NA,"Count (Dmnless)",1,"Dmnless",5,1997
"378",487,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Capros aper",127419,NA,"Count (Dmnless)",33,"Dmnless",5,1997
"379",488,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",128,"Dmnless",5,1997
"380",489,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",1,"Dmnless",5,1997
"381",490,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Citharus linguatula",127130,NA,"Count (Dmnless)",4,"Dmnless",5,1997
"382",491,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless",5,1997
"383",492,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless",5,1997
"384",493,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",2,"Dmnless",5,1997
"385",494,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",135,"Dmnless",5,1997
"386",495,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Lophius budegassa",126554,NA,"Count (Dmnless)",4,"Dmnless",5,1997
"387",496,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Merluccius merluccius",126484,NA,"Count (Dmnless)",4,"Dmnless",5,1997
"388",497,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Mullus barbatus",126985,NA,"Count (Dmnless)",31,"Dmnless",5,1997
"389",498,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Pagellus acarne",127057,NA,"Count (Dmnless)",4,"Dmnless",5,1997
"390",499,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",52,"Dmnless",5,1997
"391",500,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Pagrus pagrus",127063,NA,"Count (Dmnless)",2,"Dmnless",5,1997
"392",501,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Sardina pilchardus",126421,NA,"Count (Dmnless)",7,"Dmnless",5,1997
"393",502,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Scorpaena notata",127246,NA,"Count (Dmnless)",83,"Dmnless",5,1997
"394",503,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",1,"Dmnless",5,1997
"395",504,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Serranus cabrilla",127041,NA,"Count (Dmnless)",52,"Dmnless",5,1997
"396",505,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Serranus hepatus",127042,NA,"Count (Dmnless)",142,"Dmnless",5,1997
"397",506,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",13,"Dmnless",5,1997
"398",507,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Torpedo marmorata",271684,NA,"Count (Dmnless)",2,"Dmnless",5,1997
"399",508,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless",5,1997
"400",509,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",12,"Dmnless",5,1997
"401",510,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trachurus trachurus",126822,NA,"Count (Dmnless)",3,"Dmnless",5,1997
"402",511,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Trisopterus minutus",126446,NA,"Count (Dmnless)",428,"Dmnless",5,1997
"403",512,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",2,"Dmnless",5,1997
"404",513,"1997-05-21","37.93_-0.57_5760","37.93_-0.57_5760_19970521",NA,NA,76,"Zeus faber",127427,NA,"Count (Dmnless)",2,"Dmnless",5,1997
"405",514,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"406",515,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Boops boops",127047,NA,"Count (Dmnless)",990,"Dmnless",5,1998
"407",516,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",17,"Dmnless",5,1998
"408",517,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Citharus linguatula",127130,NA,"Count (Dmnless)",4,"Dmnless",5,1998
"409",518,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Conger conger",126285,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"410",519,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",4,"Dmnless",5,1998
"411",520,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Dentex maroccanus",273966,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"412",521,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Engraulis encrasicolus",126426,NA,"Count (Dmnless)",7,"Dmnless",5,1998
"413",522,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Gobius niger",126892,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"414",523,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",44,"Dmnless",5,1998
"415",524,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Merluccius merluccius",126484,NA,"Count (Dmnless)",20,"Dmnless",5,1998
"416",525,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Mullus barbatus",126985,NA,"Count (Dmnless)",44,"Dmnless",5,1998
"417",526,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"418",527,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Ophichthus rufus",126316,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"419",528,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagellus acarne",127057,NA,"Count (Dmnless)",60,"Dmnless",5,1998
"420",529,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",52,"Dmnless",5,1998
"421",530,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",10,"Dmnless",5,1998
"422",531,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Pagrus pagrus",127063,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"423",532,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Sardina pilchardus",126421,NA,"Count (Dmnless)",133,"Dmnless",5,1998
"424",533,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Sardinella aurita",126422,NA,"Count (Dmnless)",2,"Dmnless",5,1998
"425",534,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Scomber scombrus",127023,NA,"Count (Dmnless)",2,"Dmnless",5,1998
"426",535,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Scorpaena notata",127246,NA,"Count (Dmnless)",31,"Dmnless",5,1998
"427",536,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Serranus cabrilla",127041,NA,"Count (Dmnless)",6,"Dmnless",5,1998
"428",537,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Serranus hepatus",127042,NA,"Count (Dmnless)",49,"Dmnless",5,1998
"429",538,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",67,"Dmnless",5,1998
"430",539,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Spicara smaris",126830,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"431",540,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Symphurus nigrescens",127134,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"432",541,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Torpedo marmorata",271684,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"433",542,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"434",543,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",477,"Dmnless",5,1998
"435",544,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trachurus trachurus",126822,NA,"Count (Dmnless)",55,"Dmnless",5,1998
"436",545,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Trisopterus minutus",126446,NA,"Count (Dmnless)",27,"Dmnless",5,1998
"437",546,"1998-05-17","37.93_-0.57_5760","37.93_-0.57_5760_19980517",NA,NA,74,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",1,"Dmnless",5,1998
"438",547,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",2,"Dmnless",5,2001
"439",548,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Boops boops",127047,NA,"Count (Dmnless)",1795,"Dmnless",5,2001
"440",549,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Capros aper",127419,NA,"Count (Dmnless)",7,"Dmnless",5,2001
"441",550,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",52,"Dmnless",5,2001
"442",551,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Chelidonichthys lastoviza",127261,NA,"Count (Dmnless)",1,"Dmnless",5,2001
"443",552,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Citharus linguatula",127130,NA,"Count (Dmnless)",2,"Dmnless",5,2001
"444",553,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless",5,2001
"445",554,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",5,"Dmnless",5,2001
"446",555,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",1,"Dmnless",5,2001
"447",556,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",33,"Dmnless",5,2001
"448",557,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless",5,2001
"449",558,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Merluccius merluccius",126484,NA,"Count (Dmnless)",19,"Dmnless",5,2001
"450",559,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Mullus barbatus",126985,NA,"Count (Dmnless)",39,"Dmnless",5,2001
"451",560,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Mullus surmuletus",126986,NA,"Count (Dmnless)",10,"Dmnless",5,2001
"452",561,"2001-05-24","37.93_-0.57_5760","37.93_-0.57_5760_20010524",NA,NA,73,"Pagellus acarne",127057,NA,"Count (Dmnless)",27,"Dmnless",5,2001
